nct_id,phases,enrollment,enrollment_type,start_date,primary_completion_date,sponsor_class,n_conditions,n_sites,n_countries
NCT04969198,PHASE2,232,ACTUAL,2021-07-13,2022-09-21,OTHER,1,1,1
NCT03016598,PHASE2,42,ACTUAL,2018-01-26,2020-02-14,FED,1,3,1
NCT00451763,PHASE3,31,ACTUAL,2006-01,2006-12,OTHER,2,1,1
NCT02242487,PHASE3,325,ACTUAL,2015-03,2018-05,INDUSTRY,1,74,5
NCT02618993,PHASE3,108,ACTUAL,2015-12,2018-06-30,OTHER,3,1,1
NCT00099593,PHASE2,17,ESTIMATED,2004-09,,OTHER,2,1,1
NCT00238914,PHASE2,12,ACTUAL,1999-08,2002-07,OTHER,1,1,1
NCT00188214,PHASE2,38,ACTUAL,2003-10,2009-10,OTHER,1,1,1
NCT05018806,PHASE2,124,ACTUAL,2021-09-09,2023-06-23,INDUSTRY,1,31,7
NCT00098306,PHASE2|PHASE3,601,ACTUAL,2004-11,2007-04,INDUSTRY,1,22,2
NCT01197404,PHASE2,420,ACTUAL,2009-08,2014-11,OTHER,1,1,1
NCT01799304,PHASE3,24,ACTUAL,2013-02,2015-03,OTHER,4,1,1
NCT01494233,PHASE2,373,ACTUAL,2012-02,2013-09,INDUSTRY,1,81,1
NCT03745404,PHASE3,265,ACTUAL,2003-04-29,2004-06-30,INDUSTRY,1,0,0
NCT02536404,PHASE2,118,ACTUAL,2016-01-25,2018-11-01,INDUSTRY,1,127,21
NCT00363584,PHASE3,360,ESTIMATED,2006-03,2013-08,OTHER,3,46,1
NCT02937584,PHASE3,23,ACTUAL,2016-12-29,2018-05-28,INDUSTRY,1,2,1
NCT04449133,PHASE2,20,ACTUAL,2020-07-03,2020-10-30,OTHER,1,1,1
NCT03823352,PHASE2,12,ACTUAL,2019-02-20,2020-12-31,INDUSTRY,1,2,1
NCT00171652,PHASE3,360,,2005-05,,INDUSTRY,1,48,2
NCT01336647,PHASE2,142,ACTUAL,2011-04,2011-08,INDUSTRY,1,2,1
NCT00234507,PHASE2,120,ACTUAL,2003-01,2004-05-25,INDUSTRY,1,14,1
NCT00116207,PHASE3,44,ACTUAL,2000-01,2009-09,OTHER,1,1,1
NCT02133807,PHASE3,32,ACTUAL,2009-09,2012-03,OTHER,3,1,1
NCT02160665,PHASE3,866,ACTUAL,2014-05,2016-05,INDUSTRY,1,1,1
NCT03977467,PHASE2,46,ACTUAL,2019-08-30,2024-08-09,OTHER,2,7,1
NCT02559167,PHASE2,79,ACTUAL,2016-07-01,2019-08-16,OTHER,3,1,1
NCT03595800,PHASE3,9,ACTUAL,2017-09-19,2021-02-02,OTHER,3,1,1
NCT01456000,PHASE3,405,ACTUAL,2012-01,2014-12,INDUSTRY,1,21,1
NCT03318900,PHASE1|PHASE2,5,ACTUAL,2018-09-04,2023-12-20,OTHER,4,1,1
NCT05619692,PHASE2,174,ACTUAL,2022-11-29,2024-06-05,INDUSTRY,3,39,2
NCT00873392,PHASE2,40,ACTUAL,2009-02,2012-12,OTHER,1,1,1
NCT04362111,PHASE3,32,ACTUAL,2020-08-01,2021-12-31,OTHER,2,1,1
NCT03743064,PHASE3,318,ACTUAL,2019-05-06,2022-12-27,INDUSTRY,2,65,8
NCT04425564,PHASE2,70,ACTUAL,2016-01-01,2017-06-30,OTHER,3,0,0
NCT03550209,PHASE2,72,ACTUAL,2018-06-28,2020-01-10,OTHER,1,1,1
NCT02983799,PHASE2,272,ACTUAL,2016-12-22,2020-12-03,INDUSTRY,1,47,2
NCT03008499,PHASE1|PHASE2,20,ACTUAL,2016-12-01,2017-12-01,OTHER,1,1,1
NCT00210132,PHASE2,90,ACTUAL,2003-10-01,2006-06-30,OTHER,2,1,1
NCT03824587,PHASE2|PHASE3,236,ACTUAL,2019-02-28,2019-07-17,INDUSTRY,1,48,1
NCT00141206,PHASE3,1005,,2003-05,,INDUSTRY,1,20,1
NCT04518306,PHASE3,755,ACTUAL,2021-06-14,2023-09-19,INDUSTRY,1,47,5
NCT06847204,PHASE1|PHASE2,66,ACTUAL,2025-02-24,2025-05-30,OTHER_GOV,1,1,1
NCT01723384,PHASE2,30,ACTUAL,2013-05,2014-10,OTHER,2,1,1
NCT04478084,PHASE3,403,ACTUAL,2020-08-04,2022-03-19,INDUSTRY,1,3,1
NCT00225784,PHASE2,37,ACTUAL,2005-02,2010-02,OTHER,1,0,0
NCT01498484,PHASE2,87,ACTUAL,2011-12,2019-07,INDUSTRY,3,1,1
NCT06439433,PHASE2,119,ACTUAL,2021-05-31,2023-12-20,INDUSTRY,3,5,1
NCT03138733,PHASE3,390,ACTUAL,2018-08-26,2022-03-11,INDUSTRY,1,60,17
NCT05638633,PHASE3,321,ACTUAL,2022-11-11,2025-01-30,OTHER,1,3,1
NCT05342467,PHASE2,101,ACTUAL,2022-11-11,2024-10-28,OTHER,3,2,1
NCT00397007,PHASE2,130,ESTIMATED,2005-05,,OTHER,1,1,1
NCT04496492,PHASE2,50,ACTUAL,2016-02-09,2016-02-09,OTHER,1,1,1
NCT03222492,PHASE1|PHASE2,17,ACTUAL,2017-09-20,2023-04-10,NIH,3,8,1
NCT00240292,PHASE3,160,,2003-02,,INDUSTRY,1,13,1
NCT00621192,PHASE1|PHASE2,200,ACTUAL,2008-06,2009-10,INDUSTRY,2,26,1
NCT01895036,PHASE1|PHASE2,6,ACTUAL,2011-02,2013-09,OTHER,1,1,1
NCT06842511,PHASE1|PHASE2,18,ACTUAL,2023-04-04,2024-05-30,OTHER,1,1,1
NCT00391911,PHASE2,3,ACTUAL,2006-11,2010-12,OTHER,1,2,2
NCT00003171,PHASE2,,,1998-05,1999-07,OTHER,2,1,1
NCT02577211,PHASE3,120,ACTUAL,2013-12,2015-07,INDUSTRY,1,1,1
NCT01897571,PHASE1|PHASE2,400,ACTUAL,2013-06-13,2021-08-24,INDUSTRY,6,52,10
NCT00596934,PHASE2,9,ACTUAL,2006-02,2009-03,OTHER,1,1,1
NCT00120809,PHASE3,3000,,2002-07,,OTHER,1,1,1
NCT03480009,PHASE3,156,ACTUAL,2018-07-28,2019-06-30,OTHER,1,2,1
NCT04381832,PHASE1|PHASE2,173,ACTUAL,2020-07-07,2024-08-30,INDUSTRY,4,19,2
NCT01149798,PHASE2,73,ACTUAL,2010-06,2011-06,OTHER,1,1,1
NCT00326898,PHASE3,1943,ACTUAL,2006-04-24,2015-08-27,NIH,4,987,3
NCT00095563,PHASE2,40,ACTUAL,2004-09,2009-02,NIH,10,1,1
NCT01997593,PHASE2,70,ACTUAL,2013-11,2014-05,OTHER,2,1,1
NCT00191893,PHASE3,66,,2003-09,,INDUSTRY,1,2,2
NCT03162614,PHASE2,154,ACTUAL,2017-05-24,2018-07-09,INDUSTRY,1,1,1
NCT00373516,PHASE2,150,,2004-09,,INDUSTRY,1,12,1
NCT01189006,PHASE2|PHASE3,161,ACTUAL,2005-01,2008-12,OTHER,1,1,1
NCT00650104,PHASE3,76,ACTUAL,2002-05,2009-03,INDUSTRY,1,10,1
NCT01428804,PHASE2,24,ACTUAL,2011-06,2013-07,OTHER,1,1,1
NCT06241352,PHASE2,42,ACTUAL,2024-03-20,2025-04-30,OTHER,1,1,1
NCT00357565,PHASE2,34,ACTUAL,2005-11,2024-06,OTHER,13,1,1
NCT06193200,PHASE3,105,ACTUAL,2024-06-24,2025-12-17,INDUSTRY,1,19,9
NCT00860600,PHASE2,14,ACTUAL,2008-09,2011-08,INDUSTRY,1,4,1
NCT01995500,PHASE2,300,ESTIMATED,2014-03-19,2015-03-19,INDUSTRY,1,1,1
NCT00558207,PHASE2,43,ACTUAL,2007-11,2008-04,INDUSTRY,1,6,1
NCT04744207,PHASE2,94,ACTUAL,2020-12-29,2022-06-15,INDUSTRY,1,12,4
NCT00720200,PHASE3,593,ACTUAL,2008-06,2014-03,OTHER,6,2,1
NCT00127192,PHASE2,363,ACTUAL,2005-07,2006-03,INDUSTRY,1,0,0
NCT00644371,PHASE2,20,ACTUAL,2007-11,2011-02-21,OTHER,1,14,1
NCT06108544,PHASE3,1108,ACTUAL,2023-11-06,2024-12-06,INDUSTRY,1,217,16
NCT02731534,PHASE3,238,ACTUAL,2016-05,2017-03,INDUSTRY,1,1,1
NCT01549834,PHASE2,434,ACTUAL,2012-03,2013-10,INDUSTRY,1,43,7
NCT01345799,PHASE2,123,ACTUAL,2011-04,,INDUSTRY,1,13,13
NCT04169698,PHASE2|PHASE3,90,ACTUAL,2019-10-17,2021-05-01,OTHER,2,1,1
NCT00143663,PHASE3,361,ACTUAL,2005-09,2006-04,INDUSTRY,1,47,1
NCT01346293,PHASE3,3372,ACTUAL,2011-04,2013-05,INDUSTRY,5,72,2
NCT02435121,PHASE2,1,ACTUAL,2015-11,2016-01,INDUSTRY,1,1,1
NCT00781521,PHASE3,96,ACTUAL,2002-11,2003-04,INDUSTRY,1,0,0
NCT03623321,PHASE3,595,ACTUAL,2018-07-17,2023-05-05,INDUSTRY,1,88,12
NCT02755714,PHASE1|PHASE2,20,ACTUAL,2016-06-22,2020-10-31,OTHER,1,1,1
NCT00721916,PHASE2,107,ACTUAL,2008-07,2012-03,INDUSTRY,1,1,1
NCT00056316,PHASE1|PHASE2,74,ACTUAL,2002-01,2004-08,OTHER,1,1,1
NCT05264714,PHASE2,20,ACTUAL,2022-09-07,2025-12-31,OTHER,1,1,1
NCT00545714,PHASE2,86,ACTUAL,2007-11-21,2016-05-20,INDUSTRY,1,33,1
NCT00456716,PHASE2,5,ACTUAL,2007-03,2008-12,OTHER,1,1,1
NCT02215616,PHASE2,352,ACTUAL,2014-10-28,2018-06-19,INDUSTRY,1,53,10
NCT01236716,PHASE2,126,ACTUAL,2010-11,2013-12,OTHER,1,1,1
NCT00978016,PHASE2,460,ACTUAL,2009-09,2010-12,INDUSTRY,1,64,2
NCT00799916,PHASE3,30,ESTIMATED,2006-01,2009-08,OTHER,1,3,1
NCT00823316,PHASE1|PHASE2,10,ACTUAL,2008-08,2010-02,INDUSTRY,1,1,1
NCT00003916,PHASE3,25,ACTUAL,1999-04,2001-12,NETWORK,1,8,7
NCT02171416,PHASE2,20,ACTUAL,2015-01,2018-02-28,OTHER,1,2,1
NCT00612716,PHASE2,6,ACTUAL,1999-10-06,2019-11-15,OTHER,3,1,1
NCT03101267,PHASE2,150,ACTUAL,2017-04-13,2018-01-26,INDUSTRY,1,1,1
NCT00002592,PHASE2,40,ESTIMATED,1993-06,2002-08,OTHER,1,1,1
NCT05589792,PHASE1|PHASE2,11,ACTUAL,2023-01-30,2025-12-01,OTHER,1,1,1
NCT03938792,PHASE3,189,ACTUAL,2020-03-09,2025-04-29,INDUSTRY,2,62,20
NCT04353336,PHASE2|PHASE3,194,ACTUAL,2020-03-23,2020-06-01,OTHER,2,1,1
NCT03847311,PHASE2,7,ACTUAL,2021-05-03,2023-10-09,OTHER,2,2,1
NCT03397771,PHASE1|PHASE2,84,ACTUAL,2018-04-03,2019-05-30,INDUSTRY,1,1,1
NCT05044871,PHASE2,108,ACTUAL,2022-07-22,2025-02-17,OTHER,1,1,1
NCT00242671,PHASE3,,,2005-10,2008-08,OTHER,1,1,1
NCT03549871,PHASE3,80,ACTUAL,2018-07-25,2022-01-20,INDUSTRY,1,35,15
NCT00327444,PHASE2|PHASE3,58,ACTUAL,2006-07,2009-10,INDUSTRY,2,9,9
NCT01259934,PHASE3,855,ACTUAL,1996-11,2008-06,OTHER,2,1,1
NCT00130234,PHASE2,20,,2004-11,2007-09,OTHER,1,1,1
NCT00539864,PHASE3,602,ACTUAL,2007-09,2008-04,INDUSTRY,1,5,1
NCT00100399,PHASE3,1050,,2004-12,,NIH,1,4,1
NCT04267809,PHASE2,32,ACTUAL,2021-10-22,2023-07-31,OTHER,3,1,1
NCT00961532,PHASE2,14,ACTUAL,2010-12,2013-12,OTHER,1,1,1
NCT02477332,PHASE2,382,ACTUAL,2015-07-15,2016-11-02,INDUSTRY,1,82,10
NCT01327898,PHASE2,515,ACTUAL,2008-11,2011-12,OTHER,2,2,1
NCT01043263,PHASE2,236,ACTUAL,2009-12,2011-06,INDUSTRY,1,59,1
NCT01991587,PHASE1|PHASE2,120,ACTUAL,2013-10-08,2014-06-30,INDUSTRY,4,1,1
NCT03103087,PHASE3,382,ACTUAL,2017-06-14,2019-07-10,INDUSTRY,2,127,8
NCT00996593,PHASE2,43,ACTUAL,1998-07,2001-04,INDUSTRY,1,0,0
NCT01140321,PHASE2,120,ACTUAL,2004-01,2010-05,OTHER,3,8,1
NCT00444314,PHASE2,82,ESTIMATED,2007-02,2008-12,INDUSTRY,1,3,1
NCT00238316,PHASE2,68,ACTUAL,2000-12-05,2007-11-16,NETWORK,1,10,2
NCT03680521,PHASE2,25,ACTUAL,2018-10-10,2020-04-27,INDUSTRY,1,1,1
NCT00529516,PHASE3,1252,ACTUAL,2007-10-15,2007-12-21,INDUSTRY,1,29,4
NCT00499707,PHASE3,453,ACTUAL,2003-10-08,2004-12-01,INDUSTRY,1,102,7
NCT01495000,PHASE3,250,ACTUAL,2012-01,2013-02,INDUSTRY,1,11,1
NCT02108600,PHASE2,33,ACTUAL,2014-06,2018-12-16,OTHER,1,1,1
NCT03770000,PHASE1|PHASE2,33,ACTUAL,2019-03-12,2021-05-14,INDUSTRY,1,15,1
NCT01043367,PHASE3,200,ESTIMATED,2010-01,2011-01,INDUSTRY,1,1,1
NCT00000400,PHASE2,176,ACTUAL,1999-08,2006-04,OTHER,1,1,1
NCT03629600,PHASE2|PHASE3,352,ACTUAL,2017-10-15,2018-02-15,OTHER,1,1,1
NCT02517736,PHASE2,32,ESTIMATED,2012-02,2015-01-13,OTHER,1,1,1
NCT00346736,PHASE3,80,ESTIMATED,2005-05,2006-06,OTHER,2,1,1
NCT00420511,PHASE2,21,ACTUAL,2007-01,2009-09,OTHER,1,1,1
NCT00002564,PHASE3,2500,ESTIMATED,1994-04,,OTHER,1,37,1
NCT02935699,PHASE3,262,ACTUAL,2017-03-01,2018-04-30,INDUSTRY,1,4,2
NCT00786799,PHASE2,27,ACTUAL,2008-08,2009-09,OTHER,1,1,1
NCT01004198,PHASE2,51,ACTUAL,2009-12,2010-06,INDUSTRY,3,13,4
NCT01076387,PHASE3,124,ACTUAL,2010-02,2020-03-12,OTHER,1,1,1
NCT03713593,PHASE3,794,ACTUAL,2018-12-31,2022-06-21,INDUSTRY,1,172,21
NCT05227521,PHASE1|PHASE2,19,ACTUAL,2022-01-31,2023-06-25,OTHER,1,1,1
NCT00306514,PHASE1|PHASE2,,,,,INDUSTRY,1,1,1
NCT01839916,PHASE2,77,ACTUAL,2013-04-04,2018-08,OTHER,64,1,1
NCT00721006,PHASE2,35,ACTUAL,2008-06,2010-08,INDUSTRY,4,1,1
NCT00919906,PHASE1|PHASE2,176,ESTIMATED,2009-04,2010-09,INDUSTRY,7,1,1
NCT01070706,PHASE1|PHASE2,15,ACTUAL,2009-03,2009-12,OTHER_GOV,1,1,1
NCT05271604,PHASE2,42,ACTUAL,2022-12-13,2025-09-22,INDUSTRY,5,7,1
NCT02223884,PHASE2,30,ACTUAL,2011-07,2014-08,OTHER,1,1,1
NCT00891007,PHASE2,90,ACTUAL,2009-06,2010-07,INDUSTRY,1,1,1
NCT01459367,PHASE3,607,ACTUAL,2011-10,2013-03,INDUSTRY,1,37,1
NCT01829607,PHASE2,30,ACTUAL,2011-01,2012-10,OTHER,1,1,1
NCT00131911,PHASE2,93,ACTUAL,2005-06,2010-10,NIH,10,1,1
NCT01253811,PHASE3,6,ACTUAL,2011-01,2015-03,INDUSTRY,2,4,3
NCT03911271,PHASE2,97,ACTUAL,2019-05-30,2024-04-23,OTHER,1,3,1
NCT01855971,PHASE2,44,ACTUAL,2013-06-11,2015-07-31,OTHER,1,1,1
NCT01694771,PHASE3,1134,ACTUAL,2012-09,2013-08,INDUSTRY,1,90,1
NCT02122471,PHASE3,1410,ACTUAL,2014-04,2015-05,INDUSTRY,1,167,1
NCT00997971,PHASE3,86,ACTUAL,2007-09,2009-08,INDUSTRY,2,9,1
NCT00872144,PHASE3,16,ACTUAL,2010-06,2012-12,OTHER,1,1,1
NCT02263534,PHASE2|PHASE3,48,ACTUAL,2014-11-10,2017-06,OTHER,1,1,1
NCT00320034,PHASE2,15,ESTIMATED,2006-04,2008-06,OTHER,1,0,0
NCT01384734,PHASE2,254,ACTUAL,2011-07-26,2013-02-18,INDUSTRY,1,54,10
NCT01958164,PHASE3,16,ACTUAL,2013-09,2014-04,INDUSTRY,2,5,1
NCT01984164,PHASE2,176,ACTUAL,2014-08-20,2018-12-03,OTHER,2,1,1
NCT00320099,PHASE3,508,ACTUAL,2006-01,2009-01,OTHER,1,8,1
NCT00807599,PHASE2,67,ACTUAL,2008-12-10,2018-07,OTHER,1,7,1
NCT00299832,PHASE3,40,ACTUAL,2006-04,2007-05,INDUSTRY,1,1,1
NCT01755598,PHASE2,3575,ACTUAL,2014-08-19,2018-11-16,INDUSTRY,2,9,3
NCT00932893,PHASE3,347,ACTUAL,2009-09,2012-03,INDUSTRY,1,264,22
NCT02025114,PHASE1|PHASE2,34,ACTUAL,2014-09,2018-03-08,OTHER,1,3,1
NCT00205816,PHASE3,26,ACTUAL,2004-01,2005-11,INDUSTRY,1,3,2
NCT05178316,PHASE2,282,ACTUAL,2021-12-29,2023-12-05,INDUSTRY,1,52,1
NCT02356016,PHASE2|PHASE3,75,ACTUAL,2013-08,2016-05,OTHER,1,0,0
NCT03505021,PHASE3,496,ACTUAL,2018-06-21,2020-07-23,INDUSTRY,1,104,14
NCT01646814,PHASE2,247,ACTUAL,2012-09,2013-06,INDUSTRY,1,10,1
NCT00325416,PHASE1|PHASE2,177,ACTUAL,2001-11-19,2013-07-15,OTHER,1,1,1
NCT05061706,PHASE3,480,ACTUAL,2021-09-30,2024-04-12,INDUSTRY,1,50,7
NCT00345904,PHASE3,120,,2006-07,,INDUSTRY,1,4,1
NCT00002567,PHASE2,45,ESTIMATED,1994-03,2000-11,OTHER,2,1,1
NCT00808067,PHASE3,5897,ACTUAL,2008-11,2012-12,INDUSTRY,1,567,35
NCT00622700,PHASE3,618,ACTUAL,2008-02,2012-12,INDUSTRY,1,131,21
NCT02135536,PHASE2,36,ACTUAL,2014-05,2016-02,INDUSTRY,1,17,3
NCT01876511,PHASE2,113,ACTUAL,2013-09,2019-08,OTHER,3,7,1
NCT04119011,PHASE1|PHASE2,72,ACTUAL,2019-10-01,2020-03-31,OTHER,1,1,1
NCT00000644,PHASE2,100,,,1997-11,NIH,2,3,1
NCT01309334,PHASE3,152,ACTUAL,2011-02,2013-09,OTHER,1,17,1
NCT03580564,PHASE2,109,ACTUAL,2018-08-01,2020-08-22,INDUSTRY,1,1,1
NCT00865709,PHASE2,198,ACTUAL,2009-03,2011-01,INDUSTRY,1,116,10
NCT02474199,PHASE1|PHASE2,15,ACTUAL,2016-06-06,2019-12-16,NIH,2,3,1
NCT02738632,PHASE3,300,ESTIMATED,2015-05,2016-08,INDUSTRY,1,1,1
NCT01393132,PHASE2,9,ACTUAL,2011-03,2012-12,OTHER,3,1,1
NCT04072198,PHASE2,73,ACTUAL,2019-09-26,2024-08-30,OTHER,1,8,1
NCT06440187,PHASE2,38,ACTUAL,2018-06-08,2021-04-30,OTHER,1,1,1
NCT00698763,PHASE2,32,ACTUAL,2008-08,2009-04,INDUSTRY,2,7,4
NCT01450163,PHASE3,200,ACTUAL,2011-08,2014-10,OTHER,3,1,1
NCT00509093,PHASE2,32,ACTUAL,2008-10,2014-05-09,OTHER,1,4,1
NCT00491114,PHASE2,8,ACTUAL,2003-07,,INDUSTRY,1,7,1
NCT00646516,PHASE3,615,ESTIMATED,2003-10,,INDUSTRY,1,0,0
NCT00343616,PHASE3,135,ACTUAL,2005-04,2008-05,NETWORK,4,12,6
NCT02280616,PHASE2,76,ACTUAL,2011-06,2013-04,INDUSTRY,1,1,1
NCT03045406,PHASE3,1170,ACTUAL,2017-04-13,2019-06-01,OTHER,1,127,11
NCT02622906,PHASE2,24,ACTUAL,2012-03,2012-03,OTHER,1,1,1
NCT01932606,PHASE2,28,ACTUAL,2013-08,2014-10,OTHER,4,1,1
NCT00626665,PHASE3,25,ACTUAL,2007-12,2008-04,OTHER_GOV,1,0,0
NCT01612767,PHASE2|PHASE3,329,ACTUAL,2012-11,2015-09,INDUSTRY,1,35,5
NCT01487200,PHASE2,24,ACTUAL,2012-07,2012-11,INDUSTRY,1,2,1
NCT04323800,PHASE2,180,ACTUAL,2020-06-10,2021-04-22,OTHER,2,25,1
NCT02909400,PHASE2,20,ACTUAL,2016-09,2017-07,INDUSTRY,5,1,1
NCT03531892,PHASE3,198,ACTUAL,2018-06-06,2020-11-09,INDUSTRY,1,82,1
NCT00095836,PHASE2,27,ACTUAL,2003-03,2011-03,OTHER,1,2,1
NCT01631136,PHASE3,932,ACTUAL,2012-07,2017-05-02,OTHER,1,91,1
NCT00392171,PHASE2,120,ACTUAL,2006-06-09,2009-09-15,INDUSTRY,4,0,0
NCT00289744,PHASE3,178,ACTUAL,2004-02-16,2009-04-15,INDUSTRY,2,1,1
NCT03082534,PHASE2,78,ACTUAL,2017-03-28,2025-07-21,OTHER,12,4,1
NCT01115634,PHASE2,60,ACTUAL,2008-09,2015-09,OTHER_GOV,4,1,1
NCT03061734,PHASE2,92,ACTUAL,2017-02-18,2018-02-08,INDUSTRY,1,1,1
NCT04331834,PHASE3,275,ACTUAL,2020-04-03,2020-06-25,OTHER,1,1,1
NCT04313634,PHASE2,74,ACTUAL,2020-06-09,2023-06-06,OTHER,1,1,1
NCT01027364,PHASE3,123,ACTUAL,2009-12,2012-07,INDUSTRY,1,51,17
NCT02753998,PHASE3,145,ACTUAL,2016-12,2022-02,OTHER,2,1,1
NCT01225263,PHASE2,89,ACTUAL,2010-09,2015-01,OTHER,1,1,1
NCT01015287,PHASE3,4033,ACTUAL,2009-12,2013-01,INDUSTRY,1,153,19
NCT01105221,PHASE3,150,ESTIMATED,2010-04,2010-11,OTHER_GOV,1,3,1
NCT00770081,PHASE3,75,ACTUAL,2008-09,2011-04,INDUSTRY,2,87,1
NCT00513019,PHASE2,35,ACTUAL,2007-08,2009-08,OTHER,4,1,1
NCT00711828,PHASE2,21,ACTUAL,2008-08,2013-11,OTHER,9,2,1
NCT05278728,PHASE1|PHASE2,31,ACTUAL,2009-07,2013-08,OTHER,1,2,1
NCT00322491,PHASE2,49,ACTUAL,2004-03,2006-06,INDUSTRY,2,8,1
NCT00145691,PHASE3,100,,2005-09,,OTHER,1,1,1
NCT03581591,PHASE3,1,ACTUAL,2018-01-31,2019-12-06,OTHER,3,1,1
NCT01940991,PHASE2,82,ACTUAL,2013-08,2013-11,INDUSTRY,1,1,1
NCT04973891,PHASE1|PHASE2,52,ACTUAL,2021-04-07,2021-07-08,OTHER,1,1,1
NCT02961374,PHASE2,46,ACTUAL,2017-10-27,2020-02-23,NIH,2,8,2
NCT01640574,PHASE3,680,ACTUAL,2012-02,2015-07,OTHER,1,1,1
NCT03383874,PHASE3,67,ACTUAL,2018-09-06,2024-09-23,OTHER,1,1,1
NCT01909791,PHASE3,702,ACTUAL,2013-10,2018-09-11,OTHER,1,103,2
NCT00893074,PHASE1|PHASE2,24,ACTUAL,2009-04,2011-10,OTHER,1,1,1
NCT03195491,PHASE3,400,ACTUAL,2017-12-25,2021-06-08,INDUSTRY,2,30,2
NCT02429791,PHASE3,510,ACTUAL,2015-04-14,2016-09-16,INDUSTRY,1,65,13
NCT00855218,PHASE2,307,ACTUAL,2009-03,2011-07,INDUSTRY,1,107,13
NCT02240030,PHASE3,351,ACTUAL,2014-11,2016-12,INDUSTRY,1,74,5
NCT00718419,PHASE2,56,ACTUAL,2008-07,2010-09,INDUSTRY,2,4,2
NCT01851330,PHASE3,647,ACTUAL,2013-05,2013-12,INDUSTRY,1,52,1
NCT02969928,PHASE2|PHASE3,46,ACTUAL,2015-03,2016-12,OTHER,1,1,1
NCT02769390,PHASE2,80,ACTUAL,2015-07,2015-11,OTHER,1,0,0
NCT02863718,PHASE3,515,ACTUAL,2014-04-30,2019-03-07,OTHER,1,1,1
NCT00839397,PHASE3,52,ACTUAL,2002-05,2004-11,INDUSTRY,1,0,0
NCT01744197,PHASE2,61,ACTUAL,2013-01,2013-02,INDUSTRY,3,1,1
NCT02234310,PHASE3,33,ACTUAL,2014-11-13,2019-08-20,INDUSTRY,1,27,11
NCT02646020,PHASE2,138,ACTUAL,2015-12,2020-10-01,OTHER,1,1,1
NCT05944120,PHASE3,443,ACTUAL,2023-03-06,2024-01-31,OTHER,1,1,1
NCT05119920,PHASE2,226,ACTUAL,2022-01-03,2022-07-27,INDUSTRY,2,19,1
NCT04378920,PHASE1|PHASE2,37,ACTUAL,2020-04-14,2021-08-24,OTHER,2,2,1
NCT00796120,PHASE3,121,ACTUAL,2008-11,2012-08,INDUSTRY,1,21,5
NCT04836182,PHASE2,72,ACTUAL,2021-06-08,2022-10-19,INDUSTRY,1,19,3
NCT02133924,PHASE2,76,ACTUAL,2016-08,2020-12-10,OTHER,1,12,1
NCT06429059,PHASE2,50,ACTUAL,2024-06-12,2025-05-22,OTHER,1,2,1
NCT00615459,PHASE3,169,ACTUAL,2008-02,2008-12,INDUSTRY,1,20,7
NCT00570180,PHASE2,36,ACTUAL,2008-08-25,2015-09-15,OTHER,1,7,1
NCT02542280,PHASE3,360,ACTUAL,2013-07,2015-07,OTHER,1,0,0
NCT00646880,PHASE3,41,ACTUAL,2003-03,,INDUSTRY,1,1,1
NCT00819780,PHASE2,285,ACTUAL,2009-04-24,2012-05-30,INDUSTRY,4,95,6
NCT00030680,PHASE2,44,ACTUAL,2001-11,2012-03,NETWORK,1,21,7
NCT01802879,PHASE2,9,ACTUAL,2013-06-24,2018-11-19,INDUSTRY,1,7,4
NCT01544296,PHASE2,42,ESTIMATED,2012-02,2013-06,INDUSTRY,1,1,1
NCT01112579,PHASE2,81,ACTUAL,2010-04,2014-01,INDUSTRY,1,19,8
NCT02103062,PHASE2,41,ACTUAL,2014-05-05,2014-11-10,INDUSTRY,1,6,1
NCT00119262,PHASE2,226,ACTUAL,2005-10,2009-08,NIH,4,1,1
NCT01354262,PHASE2,150,ACTUAL,2011-03,2012-01,INDUSTRY,2,1,1
NCT00283946,PHASE3,876,ACTUAL,2006-02,2007-11,INDUSTRY,2,8,1
NCT05212688,PHASE2,119,ACTUAL,2022-07-19,2024-09-25,OTHER,1,1,1
NCT03396588,PHASE3,120,ACTUAL,2017-12-07,2024-04-10,OTHER,1,1,1
NCT01673503,PHASE3,35,,2011-05,,OTHER,2,1,1
NCT00266227,PHASE3,559,ACTUAL,2006-01,2007-10,INDUSTRY,1,0,0
NCT01228227,PHASE3,310,ESTIMATED,2010-10,2011-04,OTHER,1,1,1
NCT01099527,PHASE1|PHASE2,59,ACTUAL,2009-10,2013-08,OTHER,1,1,1
NCT01965327,PHASE2,12,ACTUAL,2013-08,2014-03,OTHER,1,1,1
NCT05254561,PHASE2|PHASE3,160,ACTUAL,2020-11-20,2021-06-20,OTHER_GOV,1,1,1
NCT01978561,PHASE2,40,ACTUAL,2013-10,2015-08,INDUSTRY,1,0,0
NCT00287261,PHASE2,17,ACTUAL,2006-02,2008-03,OTHER,2,6,6
NCT04647890,PHASE2,30,ACTUAL,2021-07-19,2022-10-12,INDUSTRY,3,10,5
NCT00000490,PHASE3,,,1973-06,,OTHER,5,0,0
NCT01952990,PHASE2,18,ACTUAL,2013-09,2013-10,INDUSTRY,1,1,1
NCT03774290,PHASE2,107,ACTUAL,2018-06-01,2020-02-05,INDUSTRY,1,1,1
NCT01607697,PHASE2,42,ACTUAL,2012-03,2014-01,OTHER,1,1,1
NCT02299297,PHASE2,12,ACTUAL,2015-01,2017-12,OTHER,1,1,1
